company_id,company_name,industry_domain,salary,location,tools_and_technologies,role_name,role_category,experience_level
9333,Upstox,Fintech,13.8,Chennai,"Node.js,Trading,APIs",Backend Dev,Development,Mid
2624,Dream11,Gaming,16.6,Hyderabad,"Python3,ML,Analytics",Data Scientist,AI,Entry
8711,Dream11,Gaming,15.4,Chennai,"Python Programming,ML,Analytics",Data Scientist,AI,Entry
7185,Games24x7,Gaming,15.0,Mumbai,"Core Java,Gaming,Backend",Backend Dev,Development,Entry
6682,Games24x7,Gaming,14.7,Bangalore,"Java SE,Gaming,Backend",Backend Dev,Development,Entry
8842,EASports,Gaming,19.9,Pune,"C++,Gaming,Graphics",Game Dev,Development,Mid
6907,EASports,Gaming,18.7,Mumbai,"C++,Gaming,Graphics",Game Dev,Development,Mid
7131,Ubisoft,Gaming,17.3,Hyderabad,"C++,Unity,Gaming",Game Dev,Development,Mid
6058,Ubisoft,Gaming,16.6,Chennai,"C++,Unity,Gaming",Game Dev,Development,Entry
3524,TCSDigital,Tech,6.5,Mumbai,"Core Java,Cloud,DSA",Software Engineer,Development,Mid
9371,TCSDigital,Tech,7.2,Mumbai,"Java SE,Cloud,DSA",Software Engineer,Development,Mid
5110,InfosysEdge,Tech,6.5,Bangalore,"AI,Cloud,Python Programming",AI Engineer,AI,Mid
6288,InfosysEdge,Tech,8.4,Mumbai,"AI,Cloud,Python3",AI Engineer,AI,Mid
